condition,trial,sample,logical_neuron,replica,physical_coordinate,nominal_input_s,first_spike_s,fired,spike_count
ttfs_M1_local-pool_dedicated,0,9,13,0,131,2.2e-05,,0,0
ttfs_M1_local-pool_dedicated,0,9,14,0,259,2.1e-05,,0,0
ttfs_M1_local-pool_dedicated,0,9,15,0,387,2.4999999999999998e-05,3.084799999999999e-05,1,1
ttfs_M1_local-pool_dedicated,0,9,16,0,4,1.9999999999999998e-05,2.3751999999999996e-05,1,1
ttfs_M1_local-pool_dedicated,0,9,17,0,132,2.4999999999999998e-05,3.1815999999999995e-05,1,1
ttfs_M1_local-pool_dedicated,0,9,18,0,260,2.2e-05,2.6015999999999996e-05,1,1
ttfs_M1_local-pool_dedicated,0,9,19,0,388,1.9999999999999998e-05,2.4743999999999996e-05,1,1
ttfs_M1_local-pool_dedicated,0,9,20,0,5,2.2e-05,2.7759999999999995e-05,1,1
ttfs_M1_local-pool_dedicated,0,9,21,0,133,2.1e-05,,0,0
ttfs_M1_local-pool_dedicated,0,9,22,0,261,2.3e-05,2.9119999999999996e-05,1,1
ttfs_M1_local-pool_dedicated,0,9,23,0,389,2.1e-05,,0,0
ttfs_M1_local-pool_dedicated,0,9,24,0,6,2.4999999999999998e-05,3.0527999999999996e-05,1,1
ttfs_M1_local-pool_dedicated,0,9,25,0,134,2.4999999999999998e-05,3.164799999999999e-05,1,1
ttfs_M1_local-pool_dedicated,0,9,26,0,262,2.4999999999999998e-05,3.0255999999999996e-05,1,1
ttfs_M1_local-pool_dedicated,0,9,27,0,390,2.4999999999999998e-05,2.9983999999999996e-05,1,1
ttfs_M1_local-pool_dedicated,0,9,28,0,7,2.4999999999999998e-05,3.0143999999999995e-05,1,1
ttfs_M1_local-pool_dedicated,0,9,29,0,135,2.4999999999999998e-05,2.9967999999999995e-05,1,1
ttfs_M1_local-pool_dedicated,0,10,0,0,0,2.2e-05,,0,0
ttfs_M1_local-pool_dedicated,0,10,1,0,128,2.4999999999999998e-05,,0,0
ttfs_M1_local-pool_dedicated,0,10,2,0,256,2.4e-05,,0,0
ttfs_M1_local-pool_dedicated,0,10,3,0,384,2.4999999999999998e-05,,0,0
ttfs_M1_local-pool_dedicated,0,10,4,0,1,2.4999999999999998e-05,,0,0
ttfs_M1_local-pool_dedicated,0,10,5,0,129,2.4e-05,,0,0
ttfs_M1_local-pool_dedicated,0,10,6,0,257,2.4999999999999998e-05,3.3159999999999994e-05,1,1
ttfs_M1_local-pool_dedicated,0,10,7,0,385,2.4999999999999998e-05,,0,0
ttfs_M1_local-pool_dedicated,0,10,8,0,2,2.4999999999999998e-05,3.2448e-05,1,1
ttfs_M1_local-pool_dedicated,0,10,9,0,130,2.4999999999999998e-05,3.4847999999999996e-05,1,1
ttfs_M1_local-pool_dedicated,0,10,10,0,258,2.4999999999999998e-05,,0,0
ttfs_M1_local-pool_dedicated,0,10,11,0,386,2.2e-05,,0,0
ttfs_M1_local-pool_dedicated,0,10,12,0,3,1.9999999999999998e-05,2.4671999999999997e-05,1,1
ttfs_M1_local-pool_dedicated,0,10,13,0,131,2.4e-05,,0,0
ttfs_M1_local-pool_dedicated,0,10,14,0,259,2.4999999999999998e-05,3.2488e-05,1,1
ttfs_M1_local-pool_dedicated,0,10,15,0,387,2.4e-05,,0,0
ttfs_M1_local-pool_dedicated,0,10,16,0,4,2.4999999999999998e-05,2.9759999999999996e-05,1,1
ttfs_M1_local-pool_dedicated,0,10,17,0,132,2.4999999999999998e-05,3.3919999999999994e-05,1,1
ttfs_M1_local-pool_dedicated,0,10,18,0,260,2.4999999999999998e-05,3.0415999999999995e-05,1,1
ttfs_M1_local-pool_dedicated,0,10,19,0,388,2.2e-05,,0,0
ttfs_M1_local-pool_dedicated,0,10,20,0,5,2.4999999999999998e-05,3.1119999999999993e-05,1,1
ttfs_M1_local-pool_dedicated,0,10,21,0,133,2.4e-05,,0,0
ttfs_M1_local-pool_dedicated,0,10,22,0,261,2.1e-05,2.6119999999999997e-05,1,1
ttfs_M1_local-pool_dedicated,0,10,23,0,389,2.4999999999999998e-05,3.0816e-05,1,1
ttfs_M1_local-pool_dedicated,0,10,24,0,6,2.4999999999999998e-05,3.0495999999999994e-05,1,1
ttfs_M1_local-pool_dedicated,0,10,25,0,134,2.4999999999999998e-05,3.1503999999999995e-05,1,1
ttfs_M1_local-pool_dedicated,0,10,26,0,262,2.4999999999999998e-05,3.0879999999999996e-05,1,1
ttfs_M1_local-pool_dedicated,0,10,27,0,390,2.4999999999999998e-05,3.0287999999999995e-05,1,1
ttfs_M1_local-pool_dedicated,0,10,28,0,7,2.4999999999999998e-05,3.0487999999999997e-05,1,1
ttfs_M1_local-pool_dedicated,0,10,29,0,135,2.4999999999999998e-05,3.0119999999999996e-05,1,1
ttfs_M1_local-pool_dedicated,0,11,0,0,0,2.2e-05,,0,0
ttfs_M1_local-pool_dedicated,0,11,1,0,128,2.4999999999999998e-05,,0,0
ttfs_M1_local-pool_dedicated,0,11,2,0,256,2.4e-05,,0,0
ttfs_M1_local-pool_dedicated,0,11,3,0,384,2.4999999999999998e-05,,0,0
ttfs_M1_local-pool_dedicated,0,11,4,0,1,2.4999999999999998e-05,,0,0
ttfs_M1_local-pool_dedicated,0,11,5,0,129,2.4e-05,,0,0
ttfs_M1_local-pool_dedicated,0,11,6,0,257,2.4e-05,,0,0
ttfs_M1_local-pool_dedicated,0,11,7,0,385,2.4999999999999998e-05,,0,0
ttfs_M1_local-pool_dedicated,0,11,8,0,2,2.4999999999999998e-05,3.115999999999999e-05,1,1
ttfs_M1_local-pool_dedicated,0,11,9,0,130,2.4e-05,,0,0
ttfs_M1_local-pool_dedicated,0,11,10,0,258,2.4999999999999998e-05,,0,0
ttfs_M1_local-pool_dedicated,0,11,11,0,386,1.8999999999999998e-05,2.3743999999999995e-05,1,1
ttfs_M1_local-pool_dedicated,0,11,12,0,3,2.2e-05,,0,0
ttfs_M1_local-pool_dedicated,0,11,13,0,131,2.4e-05,,0,0
ttfs_M1_local-pool_dedicated,0,11,14,0,259,2.4999999999999998e-05,3.1639999999999995e-05,1,1
ttfs_M1_local-pool_dedicated,0,11,15,0,387,2.4999999999999998e-05,3.1503999999999995e-05,1,1
ttfs_M1_local-pool_dedicated,0,11,16,0,4,2.4999999999999998e-05,2.9423999999999995e-05,1,1
ttfs_M1_local-pool_dedicated,0,11,17,0,132,2.4e-05,,0,0
ttfs_M1_local-pool_dedicated,0,11,18,0,260,2.4999999999999998e-05,3.0223999999999997e-05,1,1
ttfs_M1_local-pool_dedicated,0,11,19,0,388,2.4999999999999998e-05,3.0183999999999994e-05,1,1
ttfs_M1_local-pool_dedicated,0,11,20,0,5,2.4999999999999998e-05,3.0736e-05,1,1
ttfs_M1_local-pool_dedicated,0,11,21,0,133,2.3e-05,,0,0
ttfs_M1_local-pool_dedicated,0,11,22,0,261,2.2e-05,,0,0
ttfs_M1_local-pool_dedicated,0,11,23,0,389,2.4999999999999998e-05,3.057599999999999e-05,1,1
ttfs_M1_local-pool_dedicated,0,11,24,0,6,2.4999999999999998e-05,3.0167999999999996e-05,1,1
ttfs_M1_local-pool_dedicated,0,11,25,0,134,2.3e-05,,0,0
ttfs_M1_local-pool_dedicated,0,11,26,0,262,2.4e-05,,0,0
ttfs_M1_local-pool_dedicated,0,11,27,0,390,2.4999999999999998e-05,3.0095999999999994e-05,1,1
ttfs_M1_local-pool_dedicated,0,11,28,0,7,2.4999999999999998e-05,3.0031999999999996e-05,1,1
ttfs_M1_local-pool_dedicated,0,11,29,0,135,2.4999999999999998e-05,3.0007999999999995e-05,1,1
ttfs_M1_local-pool_dedicated,1,0,0,0,0,2.1e-05,,0,0
ttfs_M1_local-pool_dedicated,1,0,1,0,128,2.1e-05,,0,0
ttfs_M1_local-pool_dedicated,1,0,2,0,256,2.4999999999999998e-05,,0,0
ttfs_M1_local-pool_dedicated,1,0,3,0,384,2.4999999999999998e-05,,0,0
ttfs_M1_local-pool_dedicated,1,0,4,0,1,2.4999999999999998e-05,,0,0
ttfs_M1_local-pool_dedicated,1,0,5,0,129,2.1e-05,,0,0
ttfs_M1_local-pool_dedicated,1,0,6,0,257,2.4999999999999998e-05,3.1752e-05,1,1
ttfs_M1_local-pool_dedicated,1,0,7,0,385,2.4999999999999998e-05,,0,0
ttfs_M1_local-pool_dedicated,1,0,8,0,2,2.4999999999999998e-05,3.1559999999999996e-05,1,1
ttfs_M1_local-pool_dedicated,1,0,9,0,130,2.2e-05,,0,0
ttfs_M1_local-pool_dedicated,1,0,10,0,258,2.4999999999999998e-05,,0,0
ttfs_M1_local-pool_dedicated,1,0,11,0,386,2.4999999999999998e-05,3.1864e-05,1,1
ttfs_M1_local-pool_dedicated,1,0,12,0,3,2.4999999999999998e-05,3.0872e-05,1,1
ttfs_M1_local-pool_dedicated,1,0,13,0,131,2.2e-05,,0,0
ttfs_M1_local-pool_dedicated,1,0,14,0,259,1.9999999999999998e-05,,0,0
ttfs_M1_local-pool_dedicated,1,0,15,0,387,2.4999999999999998e-05,3.0647999999999995e-05,1,1
ttfs_M1_local-pool_dedicated,1,0,16,0,4,1.9999999999999998e-05,2.3431999999999995e-05,1,1
ttfs_M1_local-pool_dedicated,1,0,17,0,132,2.4999999999999998e-05,3.178399999999999e-05,1,1
ttfs_M1_local-pool_dedicated,1,0,18,0,260,2.2e-05,,0,0
ttfs_M1_local-pool_dedicated,1,0,19,0,388,1.9999999999999998e-05,,0,0
ttfs_M1_local-pool_dedicated,1,0,20,0,5,2.2e-05,2.7239999999999997e-05,1,1
ttfs_M1_local-pool_dedicated,1,0,21,0,133,2.1e-05,2.6295999999999997e-05,1,1
ttfs_M1_local-pool_dedicated,1,0,22,0,261,2.4e-05,,0,0
ttfs_M1_local-pool_dedicated,1,0,23,0,389,1.9999999999999998e-05,2.5503999999999995e-05,1,1
ttfs_M1_local-pool_dedicated,1,0,24,0,6,2.4999999999999998e-05,3.06e-05,1,1
ttfs_M1_local-pool_dedicated,1,0,25,0,134,2.4999999999999998e-05,3.1311999999999994e-05,1,1
ttfs_M1_local-pool_dedicated,1,0,26,0,262,2.4999999999999998e-05,3.0327999999999995e-05,1,1
ttfs_M1_local-pool_dedicated,1,0,27,0,390,2.4999999999999998e-05,3.0031999999999996e-05,1,1
ttfs_M1_local-pool_dedicated,1,0,28,0,7,2.4999999999999998e-05,3.0167999999999996e-05,1,1
ttfs_M1_local-pool_dedicated,1,0,29,0,135,2.4999999999999998e-05,3.0087999999999997e-05,1,1
ttfs_M1_local-pool_dedicated,1,1,0,0,0,1.9999999999999998e-05,,0,0
ttfs_M1_local-pool_dedicated,1,1,1,0,128,1.9999999999999998e-05,,0,0
ttfs_M1_local-pool_dedicated,1,1,2,0,256,2.4999999999999998e-05,,0,0
ttfs_M1_local-pool_dedicated,1,1,3,0,384,2.4999999999999998e-05,,0,0
ttfs_M1_local-pool_dedicated,1,1,4,0,1,2.4999999999999998e-05,,0,0
ttfs_M1_local-pool_dedicated,1,1,5,0,129,2.1e-05,,0,0
ttfs_M1_local-pool_dedicated,1,1,6,0,257,2.2e-05,3.0087999999999997e-05,1,1
ttfs_M1_local-pool_dedicated,1,1,7,0,385,2.4999999999999998e-05,3.432e-05,1,1
ttfs_M1_local-pool_dedicated,1,1,8,0,2,2.4999999999999998e-05,3.0872e-05,1,1
ttfs_M1_local-pool_dedicated,1,1,9,0,130,2.2e-05,,0,0
ttfs_M1_local-pool_dedicated,1,1,10,0,258,2.4999999999999998e-05,,0,0
ttfs_M1_local-pool_dedicated,1,1,11,0,386,2.4e-05,,0,0
ttfs_M1_local-pool_dedicated,1,1,12,0,3,2.4999999999999998e-05,3.0767999999999994e-05,1,1
ttfs_M1_local-pool_dedicated,1,1,13,0,131,2.1e-05,,0,0
ttfs_M1_local-pool_dedicated,1,1,14,0,259,2.2e-05,,0,0
ttfs_M1_local-pool_dedicated,1,1,15,0,387,2.4999999999999998e-05,3.0544e-05,1,1
ttfs_M1_local-pool_dedicated,1,1,16,0,4,2.2e-05,2.5503999999999995e-05,1,1
ttfs_M1_local-pool_dedicated,1,1,17,0,132,2.2e-05,,0,0
ttfs_M1_local-pool_dedicated,1,1,18,0,260,2.1e-05,,0,0
ttfs_M1_local-pool_dedicated,1,1,19,0,388,2.2e-05,2.6879999999999997e-05,1,1
ttfs_M1_local-pool_dedicated,1,1,20,0,5,2.1e-05,,0,0
ttfs_M1_local-pool_dedicated,1,1,21,0,133,1.9999999999999998e-05,,0,0
ttfs_M1_local-pool_dedicated,1,1,22,0,261,2.4e-05,3.14e-05,1,1
ttfs_M1_local-pool_dedicated,1,1,23,0,389,2.4999999999999998e-05,3.0832e-05,1,1
ttfs_M1_local-pool_dedicated,1,1,24,0,6,2.4999999999999998e-05,3.0303999999999996e-05,1,1
ttfs_M1_local-pool_dedicated,1,1,25,0,134,2.2e-05,,0,0
ttfs_M1_local-pool_dedicated,1,1,26,0,262,2.4999999999999998e-05,3.0215999999999997e-05,1,1
ttfs_M1_local-pool_dedicated,1,1,27,0,390,2.4999999999999998e-05,2.9679999999999997e-05,1,1
ttfs_M1_local-pool_dedicated,1,1,28,0,7,2.4999999999999998e-05,2.9943999999999997e-05,1,1
ttfs_M1_local-pool_dedicated,1,1,29,0,135,2.4999999999999998e-05,2.9671999999999996e-05,1,1
ttfs_M1_local-pool_dedicated,1,2,0,0,0,2.1e-05,,0,0
ttfs_M1_local-pool_dedicated,1,2,1,0,128,2.2e-05,,0,0
ttfs_M1_local-pool_dedicated,1,2,2,0,256,2.4999999999999998e-05,,0,0
ttfs_M1_local-pool_dedicated,1,2,3,0,384,2.4999999999999998e-05,,0,0
ttfs_M1_local-pool_dedicated,1,2,4,0,1,2.4999999999999998e-05,,0,0
ttfs_M1_local-pool_dedicated,1,2,5,0,129,2.2e-05,,0,0
ttfs_M1_local-pool_dedicated,1,2,6,0,257,2.4999999999999998e-05,3.0279999999999995e-05,1,1
ttfs_M1_local-pool_dedicated,1,2,7,0,385,2.4999999999999998e-05,3.3576e-05,1,1
ttfs_M1_local-pool_dedicated,1,2,8,0,2,2.4999999999999998e-05,3.0856e-05,1,1
ttfs_M1_local-pool_dedicated,1,2,9,0,130,2.2e-05,,0,0
ttfs_M1_local-pool_dedicated,1,2,10,0,258,2.4999999999999998e-05,3.3839999999999994e-05,1,1
ttfs_M1_local-pool_dedicated,1,2,11,0,386,2.2e-05,,0,0
ttfs_M1_local-pool_dedicated,1,2,12,0,3,2.4999999999999998e-05,3.0295999999999996e-05,1,1
ttfs_M1_local-pool_dedicated,1,2,13,0,131,2.2e-05,,0,0
ttfs_M1_local-pool_dedicated,1,2,14,0,259,2.3e-05,,0,0
ttfs_M1_local-pool_dedicated,1,2,15,0,387,2.4e-05,3.1135999999999995e-05,1,1
ttfs_M1_local-pool_dedicated,1,2,16,0,4,2.3e-05,2.6471999999999997e-05,1,1
ttfs_M1_local-pool_dedicated,1,2,17,0,132,2.4e-05,,0,0
ttfs_M1_local-pool_dedicated,1,2,18,0,260,2.2e-05,,0,0
ttfs_M1_local-pool_dedicated,1,2,19,0,388,2.2e-05,,0,0
ttfs_M1_local-pool_dedicated,1,2,20,0,5,2.2e-05,,0,0
ttfs_M1_local-pool_dedicated,1,2,21,0,133,2.1e-05,,0,0
ttfs_M1_local-pool_dedicated,1,2,22,0,261,2.2e-05,,0,0
ttfs_M1_local-pool_dedicated,1,2,23,0,389,2.4999999999999998e-05,3.0287999999999995e-05,1,1
ttfs_M1_local-pool_dedicated,1,2,24,0,6,2.4999999999999998e-05,3.0271999999999994e-05,1,1
ttfs_M1_local-pool_dedicated,1,2,25,0,134,2.3e-05,,0,0
ttfs_M1_local-pool_dedicated,1,2,26,0,262,2.4999999999999998e-05,3.0319999999999994e-05,1,1
ttfs_M1_local-pool_dedicated,1,2,27,0,390,2.4999999999999998e-05,2.9567999999999995e-05,1,1
ttfs_M1_local-pool_dedicated,1,2,28,0,7,2.4999999999999998e-05,2.9895999999999996e-05,1,1
ttfs_M1_local-pool_dedicated,1,2,29,0,135,2.4999999999999998e-05,2.9895999999999996e-05,1,1
ttfs_M1_local-pool_dedicated,1,3,0,0,0,2.1e-05,2.5695999999999996e-05,1,1
ttfs_M1_local-pool_dedicated,1,3,1,0,128,2.4999999999999998e-05,,0,0
ttfs_M1_local-pool_dedicated,1,3,2,0,256,2.4e-05,,0,0
ttfs_M1_local-pool_dedicated,1,3,3,0,384,2.4999999999999998e-05,,0,0
ttfs_M1_local-pool_dedicated,1,3,4,0,1,2.4999999999999998e-05,,0,0
ttfs_M1_local-pool_dedicated,1,3,5,0,129,2.4e-05,,0,0
ttfs_M1_local-pool_dedicated,1,3,6,0,257,2.4e-05,,0,0
ttfs_M1_local-pool_dedicated,1,3,7,0,385,2.4999999999999998e-05,,0,0
ttfs_M1_local-pool_dedicated,1,3,8,0,2,2.4999999999999998e-05,3.284e-05,1,1
ttfs_M1_local-pool_dedicated,1,3,9,0,130,2.4e-05,,0,0
ttfs_M1_local-pool_dedicated,1,3,10,0,258,2.4999999999999998e-05,,0,0
ttfs_M1_local-pool_dedicated,1,3,11,0,386,1.9999999999999998e-05,2.4703999999999996e-05,1,1
ttfs_M1_local-pool_dedicated,1,3,12,0,3,2.3e-05,,0,0
ttfs_M1_local-pool_dedicated,1,3,13,0,131,2.4e-05,,0,0
ttfs_M1_local-pool_dedicated,1,3,14,0,259,2.4999999999999998e-05,3.2959999999999996e-05,1,1
ttfs_M1_local-pool_dedicated,1,3,15,0,387,2.4999999999999998e-05,3.1623999999999994e-05,1,1
ttfs_M1_local-pool_dedicated,1,3,16,0,4,2.4999999999999998e-05,2.9559999999999995e-05,1,1
ttfs_M1_local-pool_dedicated,1,3,17,0,132,2.4999999999999998e-05,3.2823999999999996e-05,1,1
ttfs_M1_local-pool_dedicated,1,3,18,0,260,2.4999999999999998e-05,2.9991999999999997e-05,1,1
ttfs_M1_local-pool_dedicated,1,3,19,0,388,2.4999999999999998e-05,3.0287999999999995e-05,1,1
ttfs_M1_local-pool_dedicated,1,3,20,0,5,2.4e-05,,0,0
ttfs_M1_local-pool_dedicated,1,3,21,0,133,2.3e-05,,0,0
ttfs_M1_local-pool_dedicated,1,3,22,0,261,2.2e-05,,0,0
ttfs_M1_local-pool_dedicated,1,3,23,0,389,2.4999999999999998e-05,3.061599999999999e-05,1,1
ttfs_M1_local-pool_dedicated,1,3,24,0,6,2.4999999999999998e-05,3.0359999999999994e-05,1,1
ttfs_M1_local-pool_dedicated,1,3,25,0,134,2.4e-05,,0,0
ttfs_M1_local-pool_dedicated,1,3,26,0,262,2.4999999999999998e-05,3.0351999999999997e-05,1,1
ttfs_M1_local-pool_dedicated,1,3,27,0,390,2.4999999999999998e-05,2.9863999999999997e-05,1,1
ttfs_M1_local-pool_dedicated,1,3,28,0,7,2.4999999999999998e-05,3.0151999999999995e-05,1,1
ttfs_M1_local-pool_dedicated,1,3,29,0,135,2.4999999999999998e-05,3.0191999999999995e-05,1,1
ttfs_M1_local-pool_dedicated,1,4,0,0,0,2.3e-05,,0,0
ttfs_M1_local-pool_dedicated,1,4,1,0,128,2.4999999999999998e-05,,0,0
ttfs_M1_local-pool_dedicated,1,4,2,0,256,2.4999999999999998e-05,,0,0
ttfs_M1_local-pool_dedicated,1,4,3,0,384,2.4999999999999998e-05,,0,0
ttfs_M1_local-pool_dedicated,1,4,4,0,1,2.4999999999999998e-05,,0,0
ttfs_M1_local-pool_dedicated,1,4,5,0,129,2.4e-05,,0,0
ttfs_M1_local-pool_dedicated,1,4,6,0,257,2.4999999999999998e-05,3.295199999999999e-05,1,1
ttfs_M1_local-pool_dedicated,1,4,7,0,385,2.4999999999999998e-05,,0,0
ttfs_M1_local-pool_dedicated,1,4,8,0,2,2.4999999999999998e-05,3.3023999999999994e-05,1,1
ttfs_M1_local-pool_dedicated,1,4,9,0,130,2.4e-05,,0,0
ttfs_M1_local-pool_dedicated,1,4,10,0,258,2.4999999999999998e-05,,0,0
ttfs_M1_local-pool_dedicated,1,4,11,0,386,1.9999999999999998e-05,2.4423999999999995e-05,1,1
ttfs_M1_local-pool_dedicated,1,4,12,0,3,2.4e-05,,0,0
ttfs_M1_local-pool_dedicated,1,4,13,0,131,2.4e-05,,0,0
ttfs_M1_local-pool_dedicated,1,4,14,0,259,2.4999999999999998e-05,3.2751999999999994e-05,1,1
ttfs_M1_local-pool_dedicated,1,4,15,0,387,2.4999999999999998e-05,3.1944e-05,1,1
ttfs_M1_local-pool_dedicated,1,4,16,0,4,2.4999999999999998e-05,2.9559999999999995e-05,1,1
ttfs_M1_local-pool_dedicated,1,4,17,0,132,2.4999999999999998e-05,3.287199999999999e-05,1,1
ttfs_M1_local-pool_dedicated,1,4,18,0,260,2.4e-05,,0,0
ttfs_M1_local-pool_dedicated,1,4,19,0,388,2.4999999999999998e-05,3.056e-05,1,1
ttfs_M1_local-pool_dedicated,1,4,20,0,5,2.4e-05,,0,0
ttfs_M1_local-pool_dedicated,1,4,21,0,133,2.2e-05,,0,0
ttfs_M1_local-pool_dedicated,1,4,22,0,261,2.1e-05,2.5487999999999997e-05,1,1
ttfs_M1_local-pool_dedicated,1,4,23,0,389,2.4999999999999998e-05,3.0959999999999995e-05,1,1
ttfs_M1_local-pool_dedicated,1,4,24,0,6,2.4999999999999998e-05,3.079199999999999e-05,1,1
ttfs_M1_local-pool_dedicated,1,4,25,0,134,2.4999999999999998e-05,3.1791999999999996e-05,1,1
ttfs_M1_local-pool_dedicated,1,4,26,0,262,2.4999999999999998e-05,3.0319999999999994e-05,1,1
ttfs_M1_local-pool_dedicated,1,4,27,0,390,2.4999999999999998e-05,3.0023999999999996e-05,1,1
ttfs_M1_local-pool_dedicated,1,4,28,0,7,2.4999999999999998e-05,3.0487999999999997e-05,1,1
ttfs_M1_local-pool_dedicated,1,4,29,0,135,2.4999999999999998e-05,3.0079999999999997e-05,1,1
ttfs_M1_local-pool_dedicated,1,5,0,0,0,1.7e-05,2.1239999999999997e-05,1,1
ttfs_M1_local-pool_dedicated,1,5,1,0,128,1.9999999999999998e-05,,0,0
ttfs_M1_local-pool_dedicated,1,5,2,0,256,2.4e-05,,0,0
ttfs_M1_local-pool_dedicated,1,5,3,0,384,2.4999999999999998e-05,,0,0
ttfs_M1_local-pool_dedicated,1,5,4,0,1,2.4e-05,,0,0
ttfs_M1_local-pool_dedicated,1,5,5,0,129,1.9999999999999998e-05,,0,0
ttfs_M1_local-pool_dedicated,1,5,6,0,257,1.8999999999999998e-05,2.4247999999999996e-05,1,1
ttfs_M1_local-pool_dedicated,1,5,7,0,385,2.4999999999999998e-05,,0,0
ttfs_M1_local-pool_dedicated,1,5,8,0,2,2.4999999999999998e-05,3.1264e-05,1,1
ttfs_M1_local-pool_dedicated,1,5,9,0,130,2.2e-05,,0,0
ttfs_M1_local-pool_dedicated,1,5,10,0,258,2.4999999999999998e-05,,0,0
ttfs_M1_local-pool_dedicated,1,5,11,0,386,2.4e-05,3.1831999999999996e-05,1,1
ttfs_M1_local-pool_dedicated,1,5,12,0,3,2.4999999999999998e-05,3.0544e-05,1,1
ttfs_M1_local-pool_dedicated,1,5,13,0,131,1.9999999999999998e-05,,0,0
ttfs_M1_local-pool_dedicated,1,5,14,0,259,2.2e-05,,0,0
ttfs_M1_local-pool_dedicated,1,5,15,0,387,2.4999999999999998e-05,3.0736e-05,1,1
ttfs_M1_local-pool_dedicated,1,5,16,0,4,2.2e-05,2.5567999999999996e-05,1,1
ttfs_M1_local-pool_dedicated,1,5,17,0,132,1.9999999999999998e-05,,0,0
ttfs_M1_local-pool_dedicated,1,5,18,0,260,2.2e-05,2.6687999999999996e-05,1,1
ttfs_M1_local-pool_dedicated,1,5,19,0,388,2.2e-05,2.6583999999999995e-05,1,1
ttfs_M1_local-pool_dedicated,1,5,20,0,5,2.2e-05,2.7999999999999996e-05,1,1
ttfs_M1_local-pool_dedicated,1,5,21,0,133,1.9999999999999998e-05,2.5639999999999995e-05,1,1
ttfs_M1_local-pool_dedicated,1,5,22,0,261,2.4999999999999998e-05,3.0463999999999995e-05,1,1
ttfs_M1_local-pool_dedicated,1,5,23,0,389,2.4999999999999998e-05,3.0263999999999997e-05,1,1
ttfs_M1_local-pool_dedicated,1,5,24,0,6,2.4999999999999998e-05,3.0111999999999996e-05,1,1
ttfs_M1_local-pool_dedicated,1,5,25,0,134,1.9999999999999998e-05,,0,0
ttfs_M1_local-pool_dedicated,1,5,26,0,262,2.4999999999999998e-05,3.0183999999999994e-05,1,1
ttfs_M1_local-pool_dedicated,1,5,27,0,390,2.4999999999999998e-05,2.9983999999999996e-05,1,1
ttfs_M1_local-pool_dedicated,1,5,28,0,7,2.4999999999999998e-05,2.9855999999999997e-05,1,1
ttfs_M1_local-pool_dedicated,1,5,29,0,135,2.4999999999999998e-05,2.9863999999999997e-05,1,1
ttfs_M1_local-pool_dedicated,1,6,0,0,0,2.1e-05,,0,0
ttfs_M1_local-pool_dedicated,1,6,1,0,128,2.1e-05,,0,0
ttfs_M1_local-pool_dedicated,1,6,2,0,256,2.4999999999999998e-05,,0,0
ttfs_M1_local-pool_dedicated,1,6,3,0,384,2.4999999999999998e-05,,0,0
ttfs_M1_local-pool_dedicated,1,6,4,0,1,2.4999999999999998e-05,,0,0
ttfs_M1_local-pool_dedicated,1,6,5,0,129,2.2e-05,,0,0
ttfs_M1_local-pool_dedicated,1,6,6,0,257,2.4999999999999998e-05,3.2336e-05,1,1
ttfs_M1_local-pool_dedicated,1,6,7,0,385,2.4999999999999998e-05,,0,0
ttfs_M1_local-pool_dedicated,1,6,8,0,2,2.4999999999999998e-05,3.0959999999999995e-05,1,1
ttfs_M1_local-pool_dedicated,1,6,9,0,130,2.2e-05,,0,0
ttfs_M1_local-pool_dedicated,1,6,10,0,258,2.4999999999999998e-05,,0,0
ttfs_M1_local-pool_dedicated,1,6,11,0,386,2.4999999999999998e-05,3.1991999999999995e-05,1,1
ttfs_M1_local-pool_dedicated,1,6,12,0,3,2.4999999999999998e-05,3.1175999999999994e-05,1,1
ttfs_M1_local-pool_dedicated,1,6,13,0,131,2.2e-05,,0,0
ttfs_M1_local-pool_dedicated,1,6,14,0,259,2.1e-05,,0,0
ttfs_M1_local-pool_dedicated,1,6,15,0,387,2.4999999999999998e-05,3.0671999999999994e-05,1,1
ttfs_M1_local-pool_dedicated,1,6,16,0,4,1.9999999999999998e-05,2.3695999999999998e-05,1,1
ttfs_M1_local-pool_dedicated,1,6,17,0,132,2.4999999999999998e-05,3.2111999999999993e-05,1,1
ttfs_M1_local-pool_dedicated,1,6,18,0,260,2.2e-05,2.5839999999999997e-05,1,1
ttfs_M1_local-pool_dedicated,1,6,19,0,388,1.9999999999999998e-05,2.4983999999999997e-05,1,1
ttfs_M1_local-pool_dedicated,1,6,20,0,5,2.2e-05,2.7887999999999995e-05,1,1
ttfs_M1_local-pool_dedicated,1,6,21,0,133,2.1e-05,,0,0
ttfs_M1_local-pool_dedicated,1,6,22,0,261,2.4e-05,,0,0
ttfs_M1_local-pool_dedicated,1,6,23,0,389,2.1e-05,2.7487999999999995e-05,1,1
ttfs_M1_local-pool_dedicated,1,6,24,0,6,2.4999999999999998e-05,3.051999999999999e-05,1,1
ttfs_M1_local-pool_dedicated,1,6,25,0,134,2.4999999999999998e-05,3.1079999999999994e-05,1,1
ttfs_M1_local-pool_dedicated,1,6,26,0,262,2.4999999999999998e-05,3.0624e-05,1,1
ttfs_M1_local-pool_dedicated,1,6,27,0,390,2.4999999999999998e-05,3.0103999999999995e-05,1,1
ttfs_M1_local-pool_dedicated,1,6,28,0,7,2.4999999999999998e-05,3.0039999999999997e-05,1,1
ttfs_M1_local-pool_dedicated,1,6,29,0,135,2.4999999999999998e-05,3.0047999999999994e-05,1,1
